KEGG	S8.4.Gut	S8.5.Gut	S8.2.Gut	S8.3.Gut	S9.80.Gut	S9.79.Gut	S9.77.Gut	S9.78.Gut	S9.76.Gut	S10.54.Gut	S10.55.Gut	S10.52.Gut	S10.53.Gut	S10.51.Gut	S11.104.Gut	S11.105.Gut	S11.101.Gut	S11.103.Gut	S11.102.Gut	S12.28.Gut	S12.26.Gut	S12.27.Gut	S12.29.Gut	S12.30.Gut	S13.83.Gut	S13.81.Gut	S13.85.Gut	S13.82.Gut	S13.84.Gut	S14.8.Gut	S14.7.Gut	S14.10.Gut	S14.9.Gut	S14.6.Gut	S15.106.Gut	S15.109.Gut	S15.108.Gut	S15.107.Gut	S15.110.Gut	S16.32.Gut	S16.35.Gut	S16.34.Gut	S16.31.Gut	S16.33.Gut	S17.88.Gut	S17.87.Gut	S17.89.Gut	S17.90.Gut	S17.86.Gut	S18.15.Gut	S18.14.Gut	S18.13.Gut	S18.11.Gut	S18.12.Gut	S19.38.Gut	S19.39.Gut	S19.37.Gut	S19.40.Gut	S19.36.Gut	S20.91.Gut	S20.93.Gut	S20.92.Gut	S20.94.Gut	S20.95.Gut	S21.59.Gut	S21.60.Gut	S21.56.Gut	S21.57.Gut	S21.58.Gut	S22.111.Gut	S22.113.Gut	S22.112.Gut	S22.115.Gut	S22.114.Gut	S23.45.Gut	S23.43.Gut	S23.42.Gut	S23.41.Gut	S23.44.Gut	S24.19.Gut	S24.18.Gut	S24.17.Gut	S24.20.Gut	S24.16.Gut	S25.117.Gut	S25.116.Gut	S25.118.Gut	S25.120.Gut	S25.119.Gut	S26.49.Gut	S26.47.Gut	S26.48.Gut	S26.50.Gut	S26.46.Gut	S27.97.Gut	S27.96.Gut	S27.100.Gut	S27.99.Gut	S27.98.Gut	S28.65.Gut	S28.64.Gut	S28.62.Gut	S28.61.Gut	S28.63.Gut	S29.23.Gut	S29.22.Gut	S29.24.Gut	S29.21.Gut	S29.25.Gut	S30.70.Gut	S30.68.Gut	S30.69.Gut	S30.66.Gut	S30.67.Gut	S31.122.Gut	S31.124.Gut	S31.125.Gut	S31.123.Gut	S31.121.Gut	S32.71.Gut	S32.73.Gut	S32.72.Gut	S32.75.Gut	S32.74.Gut
ko00460	37288.68	36008.34	45627.09	49229.03	36275.2	72341.52	88431	142804.24	94524.54	31262.97	41961.13	32634.13	48830.21	24233.38	28421.18	16048.3	29318.94	27673.7	18194.06	25563.17	50679.2	37587.3	24131.36	50802.65	28409.58	26779.45	20485	23419.39	28349.66	42966.24	31289.88	24492.55	41371.64	28660.1	28122.97	23903.46	19627.35	23191.13	26793.21	35545.59	33357.98	49966.32	39815.98	35455.59	36740.52	38501.16	42085.66	35169.48	30882.34	28615.46	29728.46	40815.98	26116.96	29783.48	42097.81	39241.32	38157.98	50625.3	43553.1	59675.1	36724.21	38124.04	41529.6	46944.87	35308.01	36258.03	32884.5	37344.33	30530	39437.44	50050	34633.94	31988.81	34791.62	38525.75	47976	39689.48	33561.59	42068	27811.75	44145.23	48733.75	29227.52	30954.94	27593.83	33052.76	21467.22	32607.37	38145.09	20516.46	24424.08	15544.5	39180.12	18759.36	14556.55	24504.31	18646.28	19305.18	28176.92	42509.36	19173.08	26778.3	18849.44	16080.28	39191.44	47538.8	84860.5	14907.86	45024.28	89613.51	27907.9	40821.3	23198.66	14032.32	15265.37	27994.24	29979.46	24601.45	43070.93	31350.88	39476.46	20022.58	21496.44	17181.48
ko04970	4.34	8.67	7.67	5.66						1.67	0	2.33	1.33	0	1.66	0.67	0	4	7.67	1	1	0.67	2	5.66	28.67	31.32	36	7.33	17	14.67	1.33	0	2.33	2	3	0	4.67	7	42	0	0	1.67	0	2	0	1.33	1.33	0	1.67																					2.33	0	0	0	1											1.67	32.67	44.33	1.67	2.33	0	0.67	2.67	14.33	2	12.33	90.67	159	40	0	30.33	0.33	10.67	12.67	12	6.99	31.33	8	3	1.33	128.33	8.66	4.67	12.33	73	1.33	21.34	40.67	3	12.67	0	5.67	26.32	0	8.67
ko00830	4658.5	3897	5691.75	5596.32	7036.12	12010.59	15137.74	23402.97	15469.31	1890.03	3844.37	5376.04	12552.6	3264.76	5669.59	2766.69	3885.36	6161.14	2635.26	6129.34	6658.05	5333.33	3370	11668.03	3421.25	2106.11	4081.81	3849.52	5472.98	4653.74	4130.39	6053.01	4922.94	3068.68	3580.28	3944.21	3802.86	2764.78	2458.24	6163.6	4281.53	5337.91	4511.03	3853.96	4864.34	5329.25	5764	4634.91	4001	4424.82	3968.29	6288.35	3904.94	4432.1	5316.99	5188.08	5588.41	6625.36	6332.55	7986.47	6410.07	5311.71	6777.16	6372.53	3826.09	3031.83	4008	4356.01	3598.75	6178.38	7287.75	4750.61	5901.24	4615.11	5518.5	6948	5296.28	4393.3	5770.25	3054	5928.41	6223.25	3677.34	3701.5	2987	6107.3	4450.02	5709.18	7161.64	3530.07	7014.56	2578.21	5064.32	1883.72	1175.94	2095.15	1786.8	1849.55	8257.52	6111.65	2389.76	3772.31	1642.29	1920.42	6256	8059.39	14619.01	2837.09	8436.63	13907.59	2663.35	5355.8	4959.5	1750.81	2392.98	5270.76	3336.28	5496.82	6752.22	5138.7	4661.88	3736.86	1584.98	2770.87
ko00780	27039.7	25588.35	31581.1	34037.6	26402.68	67468.6	85136.22	141251.57	91299.6	22079.23	25793.94	27752.75	36873.27	19019.23	24281.09	12173.25	20321.08	20914.74	17512.47	19626.34	37101.65	28196.18	17196.16	33995.23	19717.78	19993.11	16741.75	18832.24	23863.12	28837.56	29638.15	21500.35	34218.37	21686.19	20611.68	19985.47	15523.94	15788.51	18133.2	26590.91	23916.59	38153.25	29307.09	26543.16	24562.35	26917.9	28457.65	23608.4	20649.35	20219.55	20164.76	29076.11	17869.64	20673.82	31408.14	27560.74	25793.9	32991.74	28895.75	39382.07	25992.66	27184.74	28556.2	31912.09	23322.1	21045.32	22293.5	22813.34	19781.75	25945.55	33573.25	23643.83	22168.84	22894.95	27235.5	32842	26851	23510.74	28857.25	22343.5	31293.4	34531.25	22531.85	21567.51	22768.68	24294.27	18030.7	26793.05	27516.25	19765.05	18862.03	15043.64	31243.45	19822.65	14458.47	13039.13	13736.88	14225.14	25817.23	36869.98	20498.1	22297.6	15135.36	17522.6	31464.1	36213.27	68508.54	15622.94	36616.57	68647.86	19344.67	28951.78	18242.65	14200.56	11500.47	20544.49	21107.19	21632.3	33042.62	32052.14	30798.04	18346.18	15940.95	17490.79
ko00511	17630.5	16346.5	23588.75	24756.3	18922.2	43128.6	58195.26	94443.01	58311.78	13427.83	17833.57	19085.35	34086.14	9896.06	15830.01	9515.97	17567.86	22768.68	8265.24	14147.22	27756.55	16686.29	10399.04	29703.49	18373.67	20448.24	12141.89	12120.49	15220.25	18379	10121.15	15512.73	17559.42	12883.27	15129.29	12776.36	9126.62	13302.75	16957.2	13678.84	15857.53	19235.4	17166.03	14036.76	20657.85	19906.75	23139	19447.4	17414	15461.8	16771.95	21559.44	14527.03	15516.45	19240.65	21569.08	21598.4	29201.9	25751.75	35928.9	19472.16	19076.17	24148.47	26438.53	17740.93	17871.03	16049.5	25439.97	15959.75	22745.36	28843.25	19211.61	19069.52	19928.57	19242.5	26147.5	22397.32	18976.76	22695.25	12778.5	22366.9	23949.75	12687.85	15961.93	11360.67	18501.75	15393.55	16580.53	21171.77	9064.55	20527.84	6951.73	12903.8	7910.25	6225.73	20098.58	7264.85	13055.58	20517.15	22487.93	5767.27	13437.39	9945.45	8253.36	15371.61	18952.01	26734.61	6504.58	17285.56	37519.44	11402.91	16309.71	12355	5313.11	7413.58	20546.73	10722.28	16202.13	15357.2	11984.85	16610.69	11670.86	3703.95	9246.88
ko00970	168503	196429.75	199254.5	242804.48	145439.3	335466.01	396562.99	647020.81	419685.89	177476.27	206903.95	179708	234508.29	132122.34	151865.32	77335.61	110133.61	136225.82	108612.67	119131.02	197148.3	148978.49	106760.84	217328.69	151228.18	142523.77	104922.13	131110.85	140968.96	247987	166839.06	123744.69	208285.52	135452.28	111731.26	113308.96	88392.76	99206.36	117914.51	180182.93	145583.53	294016.24	218229.03	197590.12	136113.26	142639.5	155097.25	129727.49	114616.75	107985.23	107165.37	153411.85	94814.53	109179.27	185947.16	148131.33	141635.49	190490.45	155643.15	212180.03	140880.38	155885.22	153752.16	173343.03	146145.67	164835.34	132084	139357.29	120093.25	143168.73	182164.5	127666.86	122492.2	126055.18	142494	175923.5	142683.62	125457.21	150537.75	131238.5	179052.49	192216.75	125206.26	124961.24	172458.92	176628.12	120446.03	181100.93	212543.05	117893.23	145514.06	88689.8	178098.23	116585.73	84663.93	105095.65	107098.32	102615.31	142245.1	236631.02	113979.09	156872.24	98097.15	100546.33	201786.24	250927.04	361323.2	87853.76	191646.54	490359.54	166024.28	245181.87	121846	86400.46	80694.82	135530.5	173010.53	118984.64	189756.07	169243.61	241874.38	114357.61	164157.22	103483.04
ko00030	122411.1	144602.05	146600.55	177166.78	100298.26	328981.56	421033.84	708983.11	441916.27	129088.5	162831.29	123235.54	159923.16	87508.89	99914.06	55027.03	81402.33	91400.08	74252.25	78997.81	141919.65	106777.09	73686.45	142370.72	98636.75	93676.05	71527.98	87794.89	92657.65	163220.77	117407.91	85437.8	198603.26	96280.98	82978.86	79649.95	64765.55	73469.22	86286.33	148592.17	106987.48	214997.99	157154.48	142021.38	99553.56	103410.45	115874.95	94929.44	84011.05	77246.38	78994.31	110256.95	69097.71	81674.3	124353.76	107902.99	101329.94	135766.28	113045	155701.82	104435.13	116595.21	112200.49	125328.84	100856.73	111166.23	91839	109628.4	86051	103925.09	131428	93021.33	86016.07	91849.71	103695.5	129184.5	104823.79	92113.2	110075	98762.5	129787.94	137891	89154.56	88700.64	107321.83	109918.8	79715.63	111742.34	130814.54	77476.38	102657.79	67942.51	123045.33	80118.03	61565.2	75505.9	72626.11	69102.02	94254.55	169074.11	85178.56	102802.13	69535.72	69549.19	139002.06	168355.86	256553.89	62932.01	172930.1	365036.22	100797.98	146187.74	81959.95	59303.43	55924.98	89815.26	112410.89	79212.55	179450.82	121546.49	150691.1	76246.63	101100.32	69166.45
ko04972	4.34	8.67	7.67	5.66						1.67	0	2.33	1.33	0	1.66	0.67	0	4	7.67	1	1	0.67	2	5.66	28.67	31.32	36	7.33	17	14.67	1.33	0	2.33	2	3	0	4.67	7	42	0	0	1.67	0	2	0	1.33	1.33	0	1.67																					2.33	0	0	0	1											1.67	32.67	44.33	1.67	2.33	0	0.67	2.67	14.33	2	12.33	90.67	159	40	0	30.33	0.33	10.67	12.67	12	6.99	31.33	8	3	1.33	128.33	8.66	4.67	12.33	73	1.33	21.34	40.67	3	12.67	0	5.67	26.32	0	8.67
ko00232	0	4.5	0	1.5	0	1	4.5	1	0	9	4.5	6	0	6.5	0	3	0	7	0	16.5	13	1.5	16	61	21	42	30.5	0	19.5	45	0	0	9	2																															0	0.5	0	6	0	2	0	1.5	1.5	0											0	6	62	0	3	0	0	4.5	0	0.5	13	83.5	99	20	3	17	0	16	10	0						22	0	1	12	2	0	5	12	0	7					
ko00230	406060.9	437574.7	480696.95	556759.17	377948.72	905518.59	1113986.86	1827217.94	1176374.87	389576.39	477483.59	414405.52	590231.96	300651.81	363361.76	188679.33	287655.68	333961.5	243314.24	304826.77	493122.4	384568.16	258172.08	547059.02	322087.55	286887.12	254226.43	299561.65	332931.54	502462.59	370675.29	316406.61	503674.4	309233.67	284698.22	278958.2	225659.69	238875.81	275428.05	421873	356606.92	649979.61	490477.92	442922.43	348141.59	372854.3	402213.8	331582.41	290329.2	280685.82	277176.76	399193.87	248027.42	286306.79	438104.87	377585.54	365572.41	480257.26	406897.8	551600.88	363955.8	393396.01	406276.21	445544.39	347274.17	360387.37	326097.5	334282.92	292718.5	371396.73	470256.75	325876.18	321070.17	321655.59	370709.25	456589.5	369639.72	318947.07	396341.5	306709.25	446652.16	477493.25	308219.09	304485.01	365320.68	406843.69	279430.57	414132.96	490494.86	269360.32	342949.67	209378.02	428592.12	249864.87	182943.25	229544.19	216319.78	220039.91	371327.56	541738.66	257638.25	342855.14	215546.04	216139.14	463638.21	570730.74	923407.34	202610.71	526957.29	1174198.3	352991.32	520701.02	297521.05	190218.3	180998.97	326611.27	380029.84	303631.9	492239.81	383897.17	517781.71	263969.88	307439.73	231525.68
ko04122	83794.92	76214.21	100038.71	104983.05	84989.74	200311.14	255559.15	423192.23	274995.9	55187.06	77023.03	72771.06	117623.93	52851.5	70433.36	35916.31	66184.81	62401.44	43544.67	61474.69	112387.3	89253.03	53669.36	108969.78	52356.29	41991.32	49597.68	52919.04	67236.94	81718.14	70792.98	64570.4	89950.83	60783.25	63815.53	57324.08	47302.06	47201.56	51003.04	78492.22	75284.27	111283.07	87967.77	78136.13	81193.89	88662.04	94386.29	78024.86	67538.71	66244.72	66232.94	94803.33	59250.1	67775.05	94414.14	88127.93	85331.86	108758.17	96681.35	131107.14	84176.55	84917.27	94640.6	104872.88	74504.79	64952.14	72320	67052.14	63675.75	86545.33	110755.25	76798.56	73962.98	75630.68	89303.75	107859	88490.74	74150.44	95779.25	61606.75	99271.11	111301.5	68344.39	67108.53	59255.54	74041.78	48808.96	77447.14	86354.58	50849.47	58457.25	38043.12	93769.51	43906.12	31660.74	36369.13	37146.31	34912.8	78963.56	94863	47552.36	58635.44	38373.99	38117.35	89445.65	106157.8	212070.28	38624.31	111054.31	204885.03	56023.54	83779.01	56272.29	33991.58	31697.72	61031.13	62840.59	63381.37	94670.14	77796.79	84278.07	49887.47	52763.33	42226.98
ko00540	86302.96	67298.23	102999.23	99197.33	98802.28	267661.48	361668.46	605859.82	385619.53	38145.33	56055.45	76547.15	122841.41	51385.93	74156.71	37298.45	75247.03	66217.36	47655.39	68234.78	127591.4	99548.06	55130.01	118739.79	48107.48	48949.3	52128.63	49315.94	74820.81	65846.54	93132.15	74067.39	100952.51	64583.07	71811.6	65215.52	52164.96	47647.55	54355.97	76314.75	79271.55	98957.75	80411.05	70654.66	89524.73	98546.02	103976.27	85949.02	75708.73	74497.54	74643.71	107233.58	66570.6	75421.11	103625.94	100591.59	95593.52	118346.54	109397.75	147387.26	94880.58	89967.33	107074.27	117742.94	74084.65	51687.77	74226.5	71530.33	64329.25	96359.19	125698.5	85768.28	82808.59	83562.32	99258.75	119742.5	99305.95	84786.89	107036.75	67485.25	107566.77	120248.5	74471.73	72826.39	51250.72	68513.42	51919.46	76240.36	72822.68	57372.79	57402.14	41717.88	101503.81	53201.04	38246.91	34145.55	30358.36	36156.38	90581.69	100321.72	55362.53	56486.38	42112.69	48525.21	93578.66	106515.85	231943.53	46705.26	120399.36	173879.05	39761.67	67845.94	53554.02	39090.05	29946.73	64728.71	46038.67	72607.71	94887.22	98585.69	67667.25	54047.11	20619.81	49618.9
ko05014	5211.22	3579.36	5593.86	5283.19	5683.28	19198.92	27130.91	46509.3	28844.31	1820.82	3611.53	3171.02	6636.25	3075.02	3539.72	2283.3	3888.86	3693.46	1771.46	4094.58	6811.05	5433.86	3333.33	6248.48	3462.11	3707.52	3472.81	3120.5	4680.82	7803.17	11815.11	5310	6356.77	4478.67	4202.14	3239.22	3016.22	2789.78	3416.23	5082.52	4396.53	5339.44	4318.03	4078.55	4844.67	5381.89	5653.64	4788.58	4838.36	4191.66	4137.2	5913.37	3669.82	4234.41	5747.33	5518.08	5385.08	6573.69	6055.55	7904.91	5141.61	4984.8	5946.9	6360.28	3855.75	2749	3958.5	4298.67	3385.75	5124.35	7254.25	4538.11	4410.9	4570.54	5603.25	6563.5	5585.61	5156.22	5819.25	3285.75	5722.83	6361.5	4070.67	4015.67	2092.69	3806.35	3510.65	4373.53	4051.63	2255.41	2877.42	1777.73	5968.3	1965.71	1284.91	3248.84	3147.29	2071.04	4414.69	4391.49	1851.74	2604.83	1634.97	1378.42	4723.42	6346.68	14284.28	1985.76	7799.21	12282.84	2242.62	7783.19	3180.64	2405.18	1643.19	3362.99	3318.64	3733.49	6553.34	3037.66	3045.91	2592.92	1042.99	1593.31
ko00660	47027.22	50491.36	55401.86	64148.38	45707.84	129481.7	169145.11	282054.96	177886.6	33954.55	44145.51	44848.07	71940.39	31209.96	42112.25	21482.01	33821.09	38700.12	26730.32	36292.12	57109.45	44771.35	28691.78	65530.89	34348.76	30530.45	29283.74	32200.16	39856.78	52193.09	39528.54	38246.54	54066.84	32705.72	32322.39	32078.95	26423.26	25674.99	28648.31	53892.19	40904.18	77000.16	57302.18	50684.76	40334.2	43511.14	46704.64	38455.3	33383.36	33080.6	32064.21	47297.27	29247.41	33734.52	50395.08	43877.27	42580.8	54490.37	47654	64152.26	45011.94	44844.88	48983.73	51970.32	37763.19	35855.82	36248	38738.58	32418	44069.1	55022.5	37813.59	38727.69	37054.53	43471.5	53271.5	42559.6	36596.17	46114	33481.5	51450.3	54755	34893.7	33906.18	37571.69	45505.54	33030.24	47783.75	53254.35	31161.1	36189.5	22851.58	49343.24	27335.65	19372.62	23344.92	23513.04	22969.92	46975.39	58191.18	28355.64	36648.06	22944.99	24409.15	54003.56	60307.57	112102.62	24354.89	59678.26	123502.23	34289.19	51927.75	33459.14	21097.4	20716.6	37592.94	37742.68	36214.59	57178.94	46928.99	52311.09	30366.65	31506.9	26407.38
ko03020	74772.6	78388.55	85987.8	100529.23	67290.46	149885.71	164996.79	266985.36	177154.77	106601.59	121472.65	92574.7	113920.62	70194.38	77442.51	40016.53	50781.73	70321.38	55045.55	58132.39	95209.15	72443.84	55195.9	102172.97	80104.9	76662.38	52992.23	69534.88	71568.17	137969.67	82883.56	61382.09	107386.52	69888.63	54355.68	55294.88	43848.47	50400.02	62032.94	73551.76	66366.68	117489.34	90388.68	84792.25	61301.21	66501.45	71235.95	58663.79	51477.05	50296.58	49297.12	71235.75	43496.38	51108.37	89041.44	68796.19	65223.29	89510.13	70422.6	95992.51	63902.97	77863.25	69703.01	79814.29	72066.25	86267.96	64801	69380.79	59152	64205.13	82315.25	58317.23	55390.07	57613.51	67090.75	80605	65421.44	58470.5	69945	65152.25	82966.54	95377.75	61693.21	61009.29	91579.72	92039.29	58936.58	92941.51	112410.57	57115.08	58557.16	44515.01	91458.03	57629.48	42788.24	60721.61	67917.03	55695.17	66582.41	126611.01	58266.76	81890.93	50517.62	48746.19	96166.56	130100.1	185310.09	40938.11	106160.52	282499.35	91776.53	131678.54	64580.2	44221.73	41100.21	70474.51	97542.59	57280.62	106456.04	74690.98	129944.21	60119.03	118658.87	50318.55
ko00982	21725.68	18204.34	26462.34	26261.87	26124.82	45308.6	58531.72	93451.72	62501.17	8615.26	13924.21	14871.14	31853.72	12077.95	15918.67	9221.17	20369.51	15790.88	7799.18	18543.52	29520.8	23320.17	13202.45	34351.17	10115.47	7085.02	12311.83	11676.09	17351.33	14621.78	19858.81	17660.35	18225.55	14115.19	17483.52	14781.48	13278.49	11773.65	11839.77	21975.01	19550.09	24541.24	20263.59	17468.26	23038.35	24471.91	26558.66	22065.9	19558.34	19055.8	18987.65	26963.08	17185.06	19473.85	24428.44	25056.53	25114.4	31101.96	29005.35	39240.14	26505.96	24635.15	29946.59	30784.48	19002.09	15636.33	18586.5	19172.67	17254.75	27030.08	33468	22128.26	22458.39	22352.8	24953.75	30642.5	25222.43	20547.35	26883.25	13011.25	27064.65	29181	16785.35	17139.01	8623.67	16779.27	11119.71	17671.53	18879.27	10500.05	15406.27	8163.77	22365.96	6634.5	4809.34	7894.05	6260.72	5637.28	21228.77	18397.55	8721.54	10239.95	7130.78	5526.39	21771.39	28225.64	56448.92	8074.03	30795.93	42365.54	8451.69	16672.55	13874.41	5917.96	6916.68	15552.11	10998.32	16941.79	24201.81	17981.64	12952.44	10252.15	4451.95	7318.42
ko03010	342056.7	391248.35	401384.6	483011.85	292771.54	684270.85	806086.15	1317153.25	859821.92	367081.49	431952.13	360051.98	462051.65	264819.06	304110.91	157695.93	220561.58	275227.74	217321.47	239166.3	408555.9	314698	221088.59	431001.98	308423.29	297986.7	215469.24	266547.21	291659.92	518246.13	332202.4	248378.03	428305.57	276265.05	229543.19	227300.13	180863.1	203719.87	242595.99	356969.44	297818.98	587356.5	435256.98	398551.83	275997.35	296864.15	316966.15	263655.65	231277.85	221085.55	218272.5	314911.27	193416.24	225184.8	374627.73	299979.74	285379.15	383922.67	312835	425161.02	280616.27	315848.41	307449.41	349535.59	294788.01	333344.34	271603	285016.62	245270.5	286204.85	365318.25	257681.08	245585.6	253597.54	294876.25	362570	291427.43	257596.06	312119.5	270629.75	363676.4	396674.75	259382.85	255263.15	340897.68	350869.61	241849.2	362378.71	422079.59	232961.3	295366.72	182650.89	373060.45	231814.15	170274.88	219534.18	228135.81	208581.89	279671.7	482122.01	230598.03	311013.21	197707.33	199622.74	402125.02	513310.95	765979.72	172576.76	414696.87	1029360.05	330095.35	482980.23	244257.9	173611.92	158780.42	273350.99	349539.19	236188.96	398825.18	334220.31	477805.14	230378.18	358504.95	203917.54
ko00140	3062	2939	4196.75	4610.16	1786	741.92	61.91	53	545.17	629.88	494.43	2222.24	5341.17	1328.04	2229.32	781.33	2423	2639.68	1095.16	1274.09	3694.75	1875	901.75	969.5	1051	456.56	1494.5	1431.17	1500.42	1058.1	1221.92	2580.34	314.16	1626.67	2244.84	1845.4	1152.68	1486.92	1283.75	2474.55	2401.25	3154.58	2966.75	2040.38	3733.67	3081.25	4029	3569.58	3220	2526.66	3076.21	3486.74	2483.98	2520.43	2802.07	3640.5	3446.08	4560.25	4291.25	6254.47	3545.18	3199.46	3205.13	4434.25	3000.43	1997.82	2423	1929.32	2309.75	3455.58	4693	3367.75	2884.92	3520.45	3212.5	4619	4103.75	2952.25	3794.25	1377	3763.08	4254.25	1796.67	2342.17	1302.67	2789.97	1870.01	2511.85	3091.31	867.41	4245.25	810.59	1280.66	671.01	456.25	672.83	351.75	678.26	3859.58	2054.73	796.24	1641.75	617.75	701.34	2569.58	3650.68	2748.45	980	2217.81	3911.4	1378.34	1726.92	2232.75	629.25	661.04	1703.99	1061	2299.17	467.2	2777.08	1976.69	1617	618.99	1261.67
ko05100	19	157.5	20	112.5	7	16901	25969.5	46396	26626	76	24.5	7	20	6.5	0	13.75	0	20.5	1.5	119.5	85	1.5	30	73	202	93	64.5	90	147.5	2695.75	10.25	438	25251	89	0	8	0	42	47	0	298	0	0	0						58	41	45	50	22	35	0	1	25	0						109	526.5	61	811	221	311	44	71.5	23.5	105	0	0	0	10	0	26	0	0	0	9	0	0	43	30	20	0	0	82.5	1	33.5	5.67	35.67	171	18	0	20	0	97	15	65	2	26.5	0	534.34	501	12	0	0	3	0	282	37.5	21	25	1162	1.16	7.44	3.5	0	0
ko00860	113751.74	98373.62	130993.62	138946.03	114908.06	410734.99	528950.29	899407.72	554350.48	155323.64	161366.16	154464.89	188253.29	110244.15	128484.86	63524.89	91699.74	112768.98	97400.6	91095.6	162879.95	119229.6	84520.49	164327.61	126797.9	117340.64	82391.26	108571.91	114668.55	202315.44	154595.82	104553.55	210620.26	119183.28	95091.48	97359.31	69954.85	83503.92	99178.52	102898.6	102751.13	125936.13	109011.63	101151.88	107058.24	113943.13	122748.88	102949.51	90996.12	89207.27	90508.56	126250.64	78212.96	90879.59	152470.58	123207.72	116469.51	157261.23	128966.35	178787.35	116531.84	133197.34	126020.07	143188.52	127109.64	149638.63	111231.5	128713.47	106486.25	121134.79	151896.5	109410.99	97935.06	108304.72	117202.75	142381	118829.01	106177.46	123887.75	112123.25	138352.26	163849	104869.24	105043.2	150838.91	145438.98	92674.6	145939.75	170549.77	104322.27	81681.91	75353.37	140188.9	109313.02	80152.48	89835.3	101835.67	91834.49	119764.75	207394.19	109313.17	139938.39	86601.69	94589.16	155868.17	186561.13	289124.65	81464.85	149266.58	387345.88	140515.76	202498.15	101499.63	79593.45	68163.89	114929.04	144555.64	99780.17	158753.4	151107.05	212803.22	102978.26	151443.28	95824.63
ko00330	197582.36	204533.93	235122.18	262785.81	189567.08	490551.79	636424.02	1056044.4	677570.13	137474.95	174801.22	162252.44	260180.91	117628.9	151685.4	82248.3	145016.56	145169.04	93271.59	141758.93	247711.8	200773.33	119846.28	251725.88	122524.18	111961.11	110299.51	117875.56	153758.49	191771.44	163268.16	147358.05	189565.42	136730.49	141446.77	125809.09	107620.49	106839.17	120105.87	208029.99	174477.1	306144.14	228146.1	203477.63	178712.29	196582.07	206656.57	170454.21	148457.43	144511.42	142812.37	206765.2	128984.15	149994.61	198554.76	188913.68	184073.71	234390.34	208701	281400.01	186456.36	190875.96	207477.12	224649.63	156992.92	143445.18	156557.5	163451.13	140108	189771.12	239119.25	164173.06	161288.16	162391.65	193115.75	236861	191023.16	162541.77	210175	132081.75	221057.46	240703.75	146985.79	144953.59	118752.09	158621.19	119150.44	164780.64	182173.28	105293.92	132793.6	85219.89	201331.99	89807.57	68477.35	95800.13	93311.35	81364.75	170668.1	216480.95	101531.86	122638.75	83681.89	79940.56	200678.84	248602.96	479416.77	81282.62	253718.4	459314.48	111434.32	174552.53	122948.82	72560.45	69558.34	140429.87	126580.81	137217.05	222131.17	165524.08	165881.74	108731.34	131628.63	86448.1
ko00908	6384.84	7369.67	7492.42	9069.32	5378.98	12537.42	14717.58	23986.82	15684.07	6981.23	8073.06	6820.29	8577.41	4915.8	5672.87	2989.6	4092.43	5314.82	4076.55	4382.13	7857.9	5838	4116.71	8078.34	6038.05	6123.25	4032.9	4985.34	5518.03	9939.33	6178.4	4569.84	8056.1	5165.01	4273.93	4209.48	3322.93	3896.68	4695.5	6730.18	5539.89	11096.75	8195.39	7513.86	5119.17	5501.08	5866.33	4891.58	4290.67	4084.41	4040.64	5823.31	3576.33	4168.04	6959.87	5555.29	5275.58	7152.64	5780.55	7871.97	5188.11	5845.61	5680.2	6471.39	5488.42	6378.5	5052.5	5709.72	4596.75	5286.88	6756	4774.68	4523.32	4697.85	5458.5	6709.5	5396.85	4836.94	5778.25	5117.5	6760.58	7340.75	4820.67	4792.33	6423.17	6586.82	4668.84	6752.51	7819.15	4346.91	5474.2	3403.9	6959.99	4431.36	3262.09	4565	4380.53	4164.4	5130.51	9256.44	4320.67	5902.62	3865.03	3881.79	7525.57	9444.52	14153.33	3229.17	7522.46	18925.4	6171.17	9008.12	4500.08	3261.35	3023.44	5300.47	6498.81	4350.66	7510.66	6241.87	8943.45	4375.75	6525.49	3876.23
ko04930	11167.84	11131.17	13071.17	14398.98	10590.12	24064.34	29002.99	47285.97	31081.31	11624.79	11622.95	10777.27	14720.56	8275.27	9285.75	5008.36	7983.36	8689.64	6307.93	8284.09	13946.3	11210	7122.75	13621.19	7585.76	7445.85	6536.97	7663.19	8979.06	11200.66	9475.47	8462.01	11971.54	8225.18	8091.86	7698.63	6202.86	6451.03	7518.99	11047.69	9821.28	16407.83	12495.28	11258.05	9935.34	10804.83	11417.33	9415.66	8110.67	8097.57	8018.28	11494.12	7139.16	8352.83	11666.91	10692.08	10295.66	13335.11	11489.4	15479.22	10081.83	11812.22	11136.9	12582.78	9287.67	9072.5	9000	8959.93	8094.5	10385.56	13144	9213.86	8841.87	9095.37	10782	13180	10703.03	8997.55	11585.5	7760	12715.16	13703.5	8502.84	8463	8410.17	9952.14	6884.35	10193.68	11732.64	6325.82	8629.23	5502.13	11784.15	6016.72	4712.02	5416.66	5173.55	5360.8	9476.52	14450.23	6857.84	8042.73	5097.21	5012.42	11647.65	14959.87	26493.46	4851.84	13942.66	28173.34	8178.01	11337.47	7661.83	4744.44	4217.72	8361.1	8659.45	9065.15	12406.82	9544.74	11653.57	6526.18	7393.48	5507.04
